id,title,entity_type,author,publication_year,genre,publisher,page_count,isbn,cover_url,summary,source,source_paths
a700661f-30d0-5c2f-a308-bdc0c1f575a9,Trần Huyền Trân,author,,,,,,,,"Trần Huyền Trân (tên khai sinh là Trần Đình Kim; 1913–1989) là nhà thơ, kịch tác gia Việt Nam, được truy tặng Giải thưởng Nhà nước về Văn học Nghệ thuật vào năm 2007.
Trần Huyền Trân (tên khai sinh là Trần Đình Kim; các bút danh: Trần Kim, Bình Minh, Lê Dân, Trần Thế, Cô Vân Anh) sinh ngày 13 tháng 09 năm 1913 tại Hà Nội, quê gốc ở huyện Ân Thi, tỉnh Hương Yên.
Bút danh Trần Huyền Trân của ông có nguồn gốc như sau: Trong số những cô gái làm việc cho quán hát cô đầu có một cô gái cũng mang họ Trần do có mang nên bị đuổi việc. Thương cảm trước hoàn cảnh éo le của cô gái ông đã đứng ra cưu mang, lo cho cô sinh nở và khi cô sinh con gái ông đã đặt tên là Trần Huyền Trân (ý nói hai người họ Trần vì ""Trân"" thêm dấu huyền thành ""Trần""). Sau đó ông dùng bút danh là Trần Huyền Trân.",wikipedia,data/processed/work/page_118748.json
01a5930b-df9a-59d6-ab48-78ed4a322207,Vân đài loại ngữ,work,,,,,,,,Vân đài loại ngữ (芸臺類語) là một tác phẩm viết bằng chữ Hán vào năm 1773 của học giả người Việt Nam là Lê Quý Đôn. Tiêu đề của tác phẩm có thể hiểu là Phân loại Lời nói từ Văn Đài hoặc Thư viện phân loại ngôn từ. Nội dung tác phẩm bị ảnh hưởng nhiều bởi tư tưởng Tống Nho.,wikipedia,data/processed/work/page_11949797.json
2dd2fd3f-1136-5726-aa5f-3e2db200e436,Văn tế nghĩa sĩ Cần Giuộc,work,,,,,,,,"Văn tế nghĩa sĩ Cần Giuộc là một bài văn tế do Nguyễn Đình Chiểu sáng tác để ngợi ca, thương tiếc và kính phục những nghĩa quân đã anh dũng đứng lên chống thực dân Pháp tại Cần Giuộc vào năm 1861.
Năm 1858, thực dân Pháp nổ súng vào Đà Nẵng, Việt Nam. Sau khi chiếm được thành Gia Định vào đầu năm 1859, quân Pháp bắt đầu một quá trình mở rộng tấn công ra các vùng lân cận như Tân An, Cần Giuộc, Gò Công, v.v...
Đêm rằm tháng 11 năm Tân Dậu (ngày 16 tháng 12 năm 1861), những nghĩa sĩ mà trước đây vốn là nông dân, vì quá căm phẫn kẻ ngoại xâm, đã quả cảm tập kích đồn Pháp ở Cần Giuộc, tiêu diệt được một số quân của đối phương và viên tri huyện người Việt đang làm cộng sự cho Pháp.",wikipedia,data/processed/work/page_120293.json
1a23f0df-cb24-5a12-a77f-e8849440e7bf,Xa lộ không đèn,work,,,,,,,,"Xa lộ không đèn là một bộ phim tâm lý xã hội của đạo diễn Hoàng Anh Tuấn, ra mắt năm 1973.
Liễu là một cô gái con nhà lành tên Liễu do chiến tranh loạn lạc đã cùng với gia đình lên Sài Gòn sinh sống. Cha Liễu ban ngày là thầy giáo dạy học, buổi tối thì ông chạy xe ôm, còn mẹ Liễu đi gánh bán chè. Vì nhà nghèo không đủ tiền để đóng học phí cho nên Liễu đã bỏ học để đi làm kiếm tiền đỡ đần cho gia đình. Liễu đã làm nghề gái nhảy và trong một lần đi khách, cô đã đánh mất sự trinh tiết. Ông giáo biết Liễu hư hỏng nên ông đã từ con. Liễu ra đi khỏi nhà rồi tìm đến với những người bạn trong giới hippie ăn chơi.
Liễu hành nghề vũ sexy rồi bị một tay vũ sư đưa Liễu sa vào một nhóm xã hội đen cưỡng hiếp để trả thù. Sau đó, Liễu cùng với những người bạn hippie làm một cuộc đánh cắp hàng buôn lậu của nhóm xã hội đen đã hãm hiếp Liễu, rồi chia tiền cho từng thành viên trong giới hippie sau đó giải tán để trở về cuộc sống lương thiện tránh sự truy tìm của nhóm xã hội đen. Nhưng rồi cuối cùng bọn xã hội đen đã bắt được một thành viên và từ đó những người còn lại trong giới hippie của Liễu đều bị bọn xã hội đen thanh toán đẫm máu. Trong một lần chạy trốn sự truy bắt của bọn xã hội đen, Liễu đã bị thương tích đầy mình. Liễu bê bết máu tìm đường về nhà với gia đình, gia đình đã đưa Liễu đi nhà thương để giải phẫu cứu sống Liễu.",wikipedia,data/processed/work/page_1211787.json
4b92a034-2ca9-5baf-8c0b-fc45c744fbc5,Trương Quốc Khánh,author,,,,,,,,"Trương Quốc Khánh (10 tháng 10 năm 1947 - 23 tháng 6 năm 1999) là một nhạc sĩ, nhà báo, nhà biên kịch. Tác phẩm nổi tiếng nhất của ông là bài hát Tự nguyện được sáng tác trong phong trào Hát cho đồng bào tôi nghe.
Trương Quốc Khánh (sinh ngày 10/10/1947 – mất ngày 23/6/1999) là một nhạc sĩ, nhà báo, nhà viết kịch kiêm đạo diễn sân khấu quần chúng.
Trương Quốc Khánh được sinh ra trong một gia đình cách mạng ở Xã Đôn Thuận huyện Trảng Bàng, tỉnh Tây Ninh. Bài hát Tự nguyện  là tác phẩm nổi tiếng nhất của ông được sáng tác trong phong trào Hát cho đồng bào tôi nghe vào năm 1968 khi tham gia phong trào ""Thanh niên Sinh viên Học sinh miền Nam chống Mỹ cứu nước "".",wikipedia,data/processed/work/page_121420.json
b1510e89-a37d-5906-b169-88256bc5e298,Mắt biếc (tiểu thuyết),work,,,,,,,,"Mắt biếc là tiểu thuyết của nhà văn Nguyễn Nhật Ánh trong loạt truyện viết về tình yêu thanh thiếu niên của tác giả này cùng với Thằng quỷ nhỏ, Cô gái đến từ hôm qua... Đây được xem là một trong những tác phẩm tiêu biểu của Nguyễn Nhật Ánh, từng được dịch giả Kato Sakae dịch để giới thiệu với độc giả Nhật Bản với tựa đề Tsuburana hitomi (つぶらな瞳).
Tác phẩm này được chuyển thể thành phim Mắt biếc do Victor Vũ làm đạo diễn, khởi chiếu chính thức vào ngày 20 tháng 12 năm 2019.
Mắt biếc kể về cuộc đời của nhân vật chính tên Ngạn. Ngạn sinh ra và lớn lên ở một ngôi làng tên là làng Đo Đo (thuộc xã Bình Quế, huyện Thăng Bình, tỉnh Quảng Nam – cũng là nguyên quán của tác giả). Lớn lên cùng với Ngạn là cô bạn hàng xóm có đôi mắt tuyệt đẹp tên là Hà Lan. Tuổi thơ của Ngạn và Hà Lan gắn bó với bao nhiêu kỉ niệm cùng đồi sim, đánh trống trường... Tình bạn trẻ thơ dần dần biến thành tình yêu thầm lặng của Ngạn dành cho Hà Lan. Đến khi lớn hơn một chút, cả hai phải rời làng ra thành phố để tiếp tục học. Trong khi tấm lòng của Ngạn luôn hướng về Hà Lan và về làng, thì Hà Lan không cưỡng lại được cám dỗ của cuộc sống xa hoa nơi đô thị và ngã vào vòng tay của Dũng. Việc Hà Lan ngã vào vòng tay Dũng, một thanh niên nhà giàu, sành điệu, giỏi võ nhưng rất thiếu đúng đắn đã làm cho Ngạn đau khổ rất nhiều vì điều Ngạn cần là hạnh phúc của Hà Lan.",wikipedia,data/processed/work/page_122648.json
420f3f9a-65a0-5e13-868e-888bd3699f6e,Nỗi buồn chiến tranh,work,,,,,,,,"Nỗi buồn chiến tranh (tựa tiếng Anh: The Sorrow of War), có giai đoạn mang tên Thân phận của tình yêu, là một tiểu thuyết của nhà văn người Việt Nam Bảo Ninh. Tác phẩm ra đời năm 1987, xuất bản lần đầu tiên ở Việt Nam năm 1990. Tác phẩm xoay quanh cuộc đời nhân vật Kiên, một chàng trai trẻ lãng mạn, tràn đầy khát vọng bỗng bị cuốn vào vòng xoáy khốc liệt của chiến tranh. Chứng kiến nhiều mất mát và cái chết, Kiên sống trong ám ảnh, cô độc và không thể hòa nhập khi trở về thời bình.
Nỗi buồn chiến tranh được nhiều nhà văn, nhà nghiên cứu cả trong và ngoài nước đánh giá cao. Cuốn tiểu thuyết có sự khác biệt so với những tác phẩm văn học Việt Nam mang màu sắc anh hùng ca trước đó do vậy ngay từ khi ra đời, Nỗi buồn chiến tranh đã gây tranh cãi gay gắt trong giới văn đàn và công chúng. Vào năm 2016, Nỗi buồn chiến tranh đã trở thành cuốn tiểu thuyết Việt Nam được chuyển ngữ và xuất bản nhiều nhất trên thị trường sách quốc tế. Năm 2023, trích đoạn tác phẩm cũng đã được chọn đưa vào sách giáo khoa môn Ngữ văn lớp 12 trung học phổ thông tại Việt Nam. Cùng với Truyện Kiều của Nguyễn Du, Nỗi buồn chiến tranh của Bảo Ninh là một trong hai tác phẩm văn học Việt Nam được biết đến rộng rãi nhất trên toàn thế giới.
Đây cũng là một trong số ít tác phẩm văn học của Việt Nam nằm trong thư viện của Nobel. Tác phẩm cũng đã giúp Bảo Ninh được vinh danh tại một số giải thưởng ở cả trong và ngoài lãnh thổ Việt Nam.",wikipedia,data/processed/work/page_1266494.json
44ce79b5-fc8e-5af4-be03-6a2af15a2b29,Thanh Tâm Tài Nhân,author,,,,,,,,"Thanh Tâm Tài Nhân (青心才人, 1521 - 1593) sống vào đời nhà Minh. Thanh Tâm Tài Nhân là tên hiệu của ông Từ Vị.
Ông quê ở huyện Sơn Âm, tỉnh Chiết Giang, học giỏi, hiểu biết rộng, nhưng đi thi không đỗ, bèn làm mặc khách của Hồ Tông Hiến.
Sinh thời đã có lần Thanh Tâm Tài Nhân thảo tờ biểu ""Dâng hươu trắng"" cho vua nên trở thành nổi tiếng.",wikipedia,data/processed/work/page_13190998.json
c34bb213-7648-5093-ae75-e685eca0180a,Bài thơ về tiểu đội xe không kính,work,,,,,,,,"Bài thơ về tiểu đội xe không kính là một tác phẩm của nhà thơ Phạm Tiến Duật sáng tác năm 1969. Bài thơ khắc họa hình ảnh những người lính lái xe trên tuyến đường Trường Sơn trong thời kỳ Chiến tranh Việt Nam, qua đó thể hiện thái độ bình thản trước gian khổ và tinh thần vượt khó trong chiến tranh. Bài thơ này là một trong ba tác phẩm đoạt giải nhất cuộc thi thơ do báo Văn nghệ tổ chức năm 1969 và sau đó được in trong tập thơ Vầng trăng quầng lửa (1970).
Bài thơ về tiểu đội xe không kính được nhạc sĩ Hoàng Hiệp phổ nhạc năm 1971. Bài thơ cũng được được đưa vào chương trình ngữ văn và đề thi trong hệ thống giáo dục phổ thông tại Việt Nam.
Bài thơ về tiểu đội xe không kính được Phạm Tiến Duật viết trong quá trình công tác tại Trung đoàn xe 225 thuộc Tổng cục Hậu cần, có nhiệm vụ vận tải từ Hà Nội vào phía nam của Khu 4 cũ. Trong quá trình công tác, Phạm Tiến Duật chứng kiến nhiều xe vận tải quân sự bị vỡ kính chắn gió do bom đạn làm hư hỏng, song vẫn tiếp tục chạy trên tuyến đường Trường Sơn làm nhiệm vụ. Sau một chuyến hành quân vượt sông Lam năm 1966, cùng một chiến sĩ tên Văn Mâu, ông đã sáng tác bài thơ này từ những trải nghiệm thực tế. Trọng tâm bài thơ tập trung khắc họa hình ảnh những người lính lái xe và chiếc xe không kính chắn gió, qua đó phản ánh điều kiện vật chất, hoàn cảnh hoạt động cùng thái độ và tinh thần vượt khó của họ trên tuyến đường Trường Sơn trong thời kỳ Chiến tranh Việt Nam.",wikipedia,data/processed/work/page_1335410.json
27d72ca4-da10-5398-a20e-519aa12c32b4,Nguyễn Hùng Lân,work,,,,,,,,"Nguyễn Hùng Lân (1 tháng 6 năm 1956 – 9 tháng 5 năm 2025) là một nhạc sĩ và họa sĩ Việt Nam.
Nguyễn Hùng Lân sinh ngày 1 tháng 6 năm 1956 tại Sài Gòn, được thanh tẩy với thánh danh Ignatius. Ông từng trải một năm theo học ngành Toán – Lý – Hóa của Đại học Khoa học thuộc Viện Đại học Sài Gòn trước khi phải nghỉ vì gia cảnh quá khó.
Sau sự kiện 30 tháng 4 năm 1975, ông theo gia đình lên Nông trường Bình Ba (huyện Châu Đức, tỉnh Bà Rịa – Vũng Tàu) định cư và làm kinh tế mới. Hàng ngày, ông đi cạo mủ cao su từ lúc 3 giờ sáng đến khuya mới về, liên tục bị sốt rét và đói kém hành hạ. Nhờ bằng tú tài, ông sớm được chuyển sang bộ phận hành chính với chuyên môn vẽ phông sân khấu mỗi khi nông trường diễn văn nghệ và bích chương – biểu ngữ cổ động cho nông trường. Một thời gian sau lại được cử đi học trung cấp văn hóa nghệ thuật tại Biên Hòa.",wikipedia,data/processed/work/page_13477669.json
d39a109a-519c-5fa8-8bb1-1b6a8af1891c,Sách vàng Sáng tạo Việt Nam,work,,,,,,,,"Sách vàng sáng tạo Việt Nam là tuyển tập các công trình, giải pháp sáng tạo khoa học và công nghệ trên lĩnh vực đời sống, kinh tế, xã hội của đất nước; do Mặt trận Tổ quốc Việt Nam, Liên hiệp các Hội Khoa học và Kỹ thuật Việt Nam và Bộ Khoa học và Công nghệ và các cơ quan liên quan tuyển chọn, biên tập và công bố. Sách được phát hành hằng năm vào dịp kỷ niệm ngày Quốc khánh Nước Cộng hòa xã hội chủ nghĩa Việt Nam 2 tháng 9, bắt đầu từ năm 2016.
Điều 21, Hiến pháp năm 1959 có nêu: “Nhà nước khuyến khích tính sáng tạo và tinh thần tích cực trong lao động của những người lao động chân tay và lao động trí óc”. Quan điểm, chủ trương, đường lối của Đảng và chính sách, pháp luật của Nhà nước về khuyến khích nhân dân tham gia các hoạt động sáng tạo trên mọi lĩnh vực đời sống xã hội tiếp tục được khẳng định trong các bản Hiến pháp 1959, 1980, 1992, 2001 và 2013.
Trong quá trình xây dựng đất nước, đã có nhiều phong trào thi đua lao động sáng tạo góp phần thực hiện thắng lợi các mục tiêu, nhiệm vụ phát triển kinh tế, văn hóa, xã hội, bảo vệ môi trường, quốc phòng, an ninh, đối ngoại và hội nhập quốc tế của đất nước được nhiều tổ chức chính trị - xã hội phát động như: Tổng Liên đoàn Lao động Việt Nam, Hội Nông dân Việt Nam, Hội Liên hiệp Phụ nữ Việt Nam, Đoàn Thanh niên Cộng sản Hồ Chí Minh, Hội Cựu chiến binh Việt Nam, Liên hiệp các Hội khoa học và kỹ thuật Việt Nam... Tuy nhiên, vẫn chưa tổ chức phát động phong trào thi đua sáng tạo trên phạm vi toàn quốc, góp phần tạo nên vòng tương tác phát triển và sáng tạo qua liên kết giữa kết quả nghiên cứu, phát minh, sáng chế với ứng dụng khoa học – công nghệ vào sản xuất, đời sống.",wikipedia,data/processed/work/page_13480013.json
